,geometry,pgv_site_count,pgv_site_max,pgv_site_mean,pgv_site_min,pgv_site_std,PGD_landslide_dry_count,PGD_landslide_dry_max,PGD_landslide_dry_mean,PGD_landslide_dry_min,PGD_landslide_dry_std,PGD_landslide_wet_count,PGD_landslide_wet_max,PGD_landslide_wet_mean,PGD_landslide_wet_min,PGD_landslide_wet_std,PGD_liquefaction_wet_count,PGD_liquefaction_wet_max,PGD_liquefaction_wet_mean,PGD_liquefaction_wet_min,PGD_liquefaction_wet_std,pgv_site_min_MMI,pgv_site_max_MMI,pgv_site_mean_MMI,PGD_landslide_dry_min_DI,PGD_landslide_dry_max_DI,PGD_landslide_dry_mean_DI,PGD_landslide_wet_min_DI,PGD_landslide_wet_max_DI,PGD_landslide_wet_mean_DI,PGD_liquefaction_wet_min_DI,PGD_liquefaction_wet_max_DI,PGD_liquefaction_wet_mean_DI
0,"POLYGON ((-122.622468065452 45.461206507654, -122.622468065452 45.45580794713887, -122.6301391841126 45.45580794713887, -122.6301391841126 45.461206507654, -122.622468065452 45.461206507654))",4307,26.332473754882812,26.28977536568377,26.247312545776367,0.02109620378954714,38739,0.0,0.0,0.0,0.0,38742,432.0,0.8305198492592019,0.0,8.009546587823687,38742,20.0,20.0,20.0,0.0,Very Strong (VII),Very Strong (VII),Very Strong (VII),None,None,None,None,Very High,Low,Moderate,Moderate,Moderate
