,name,acres,buildingcount,buildingsquarefeet,buildingcost,buildingweight,contentcost,permanentresidents,dayoccupants,nightoccupants,buildingloss_wet,buildingloss_ratio_wet,contentloss_wet,debris_wet,displacedpopulation_wet,buildings_nodamage_wet,buildings_slightdamage_wet,buildings_moderatedamage_wet,buildings_extensivedamage_wet,buildings_completedamage_wet,casualtiestotal_day_wet,casualtieslevel1_day_wet,casualtieslevel1_day_wet,casualtieslevel2_day_wet,casualtieslevel2_day_wet,casualtieslevel1_day_wet,casualtieslevel1_day_wet,casualtieslevel2_day_wet,casualtieslevel2_day_wet,casualtiestotal_night_wet,casualtieslevel1_night_wet,casualtieslevel1_night_wet,casualtieslevel2_night_wet,casualtieslevel2_night_wet,casualtieslevel1_night_wet,casualtieslevel1_night_wet,casualtieslevel2_night_wet,casualtieslevel2_night_wet,buildingloss_dry,buildingloss_ratio_dry,contentloss_dry,debris_dry,displacedpopulation_dry,buildings_nodamage_dry,buildings_slightdamage_dry,buildings_moderatedamage_dry,buildings_extensivedamage_dry,buildings_completedamage_dry,casualtiestotal_day_dry,casualtieslevel1_day_dry,casualtieslevel1_day_dry,casualtieslevel2_day_dry,casualtieslevel2_day_dry,casualtieslevel1_day_dry,casualtieslevel1_day_dry,casualtieslevel2_day_dry,casualtieslevel2_day_dry,casualtiestotal_night_dry,casualtieslevel1_night_dry,casualtieslevel1_night_dry,casualtieslevel2_night_dry,casualtieslevel2_night_dry,casualtieslevel1_night_dry,casualtieslevel1_night_dry,casualtieslevel2_night_dry,casualtieslevel2_night_dry,Total_Population,displaced_percap_wet
20,CRESTON-KENILWORTH,514.3368421052631,2485.284210526316,5424850.97894737,721569085.2631578,231119.7157894737,430376938.94736856,8227.0,4481.357894736844,7895.315789473686,79685330.63157897,0.5160686789473685,22970493.821052633,34148.957894736835,460.34833684210497,1459.6526315789476,572.1789473684211,268.6421052631579,61.91578947368419,122.89473684210529,57.147097052631594,40.62468810526318,1.7082709452631597,11.47422063157894,3.339974521052631,40.62468810526318,1.7082709452631597,11.47422063157894,3.339974521052631,48.9120516842105,36.91384031578945,0.9611768578947368,9.238490926315787,1.798539722105262,36.91384031578945,0.9611768578947368,9.238490926315787,1.798539722105262,49433264.526315816,0.3204619010526317,13959726.621052638,25065.599999999995,96.33118494736841,1528.5894736842097,597.1578947368422,279.6421052631579,62.9157894736842,16.97894736842105,36.58028610526314,26.2999764736842,1.0982603489473677,7.0146191736842125,2.1673724294736845,26.2999764736842,1.0982603489473677,7.0146191736842125,2.1673724294736845,19.487695157894734,14.96690202105264,0.42698452000000003,3.2542735052631566,0.8395276778947368,14.96690202105264,0.42698452000000003,3.2542735052631566,0.8395276778947368,8227.0,0.05595579638289838
21,CRESTWOOD,179.63771699755898,542.5839281397508,1003999.2752472375,120000322.26329976,35157.04641489406,61960021.1944658,1243.0,503.18516473729454,1182.0628131935243,11021317.261791158,0.05546207587448812,3075901.009697299,3080.621559528808,77.45242624713957,323.4379029370441,128.27742698285468,49.51590118852228,9.605768304497264,31.746928726832543,5.026401434587653,3.7283883897513355,0.1115907343977142,0.9754914447616141,0.2109236993590268,3.7283883897513355,0.1115907343977142,0.9754914447616141,0.2109236993590268,6.684940794932194,5.173390403427795,0.09223047520943184,1.2618965957306623,0.1574378856335847,5.173390403427795,0.09223047520943184,1.2618965957306623,0.1574378856335847,3828539.853788494,0.01916307224462402,1249850.975155813,1024.5533626328884,3.8162132493470304,344.39277807768013,136.42500713404183,51.9173432646466,8.290749465174061,1.5580501982082196,2.122474236057265,1.5932906434860292,0.05162681989102183,0.37629957518871127,0.10125727769185118,1.5932906434860292,0.05162681989102183,0.37629957518871127,0.10125727769185118,1.028744706713633,0.8721168700913701,0.009768452020115273,0.12845633942589593,0.01840721750362155,0.8721168700913701,0.009768452020115273,0.12845633942589593,0.01840721750362155,1243.0,0.06231088193655637
22,CULLY,2216.5737287592788,5083.802447264961,11902576.297234286,1530442416.5845978,592986.6507838281,1142109752.6377556,13322.0,11391.521117069437,13535.131147102627,294384314.92468065,0.5821639582195458,126836932.36196072,152326.1652162867,426.4041011981648,3191.621917744726,1028.705824745177,477.6717870263778,180.7779566059793,205.02496114270224,213.9177552916659,153.88730848566814,5.658661094427374,43.532538114484055,10.839140748015657,153.88730848566814,5.658661094427374,43.532538114484055,10.839140748015657,73.11573915961863,54.89042558776882,1.4994037407842382,13.909481268682796,2.81638482491306,54.89042558776882,1.4994037407842382,13.909481268682796,2.81638482491306,201036866.6084589,0.44391610832221523,80920248.696663,115918.52455920249,155.76179292301074,3246.3837247262445,1052.804387373514,493.1029985253511,192.43298740680066,99.07834923305128,139.89721400213804,102.60419613659211,3.4107712174253138,27.38068404672224,6.501596217214818,102.60419613659211,3.4107712174253138,27.38068404672224,6.501596217214818,37.92338782902316,29.311583074421815,0.7057702704146276,6.568946970325516,1.3370515153237363,29.311583074421815,0.7057702704146276,6.568946970325516,1.3370515153237363,13322.0,0.03200751397674259
23,DOWNTOWN,798.2273585844943,806.1042176491881,47034971.67458151,8221519762.469405,4113408.936602919,7201127793.833994,12801.0,61896.9195086553,23702.732022452885,2515984373.8231463,0.6672781877551939,939196958.5231513,1466379.6171376181,2251.8880941490215,169.57135609199548,118.45232971059433,179.59600271672386,143.26114767763713,195.22338145223728,1918.076200429466,1382.5591710070955,52.69099400961426,379.15652670640327,103.66624169487163,1382.5591710070955,52.69099400961426,379.15652670640327,103.66624169487163,693.2094067461444,504.8328750714441,17.929604518501232,135.25012688110334,35.19760711460342,504.8328750714441,17.929604518501232,135.25012688110334,35.19760711460342,1929078519.0302377,0.4911160417317763,653841431.6444118,1208551.2324728062,1344.7432677352147,189.1408880462434,130.93734410170046,199.37351242419848,162.5439352856931,124.10853779135272,1501.4361969341628,1098.0176850697926,38.94345154447032,287.9132976955269,76.56101982213954,1098.0176850697926,38.94345154447032,287.9132976955269,76.56101982213954,521.683951602828,385.40974982079945,12.768180454149205,98.445677717397,25.060818634518093,385.40974982079945,12.768180454149205,98.445677717397,25.060818634518093,12801.0,0.17591501399492396
24,EAST COLUMBIA,5719.125242341994,1182.0519581233038,19468593.662659947,2809101744.862351,1244345.5540907327,3157468181.465685,1748.0,23121.858084528885,3432.2884839084923,1203951097.3245444,0.2904899464908879,655238993.5742534,598283.669639395,494.7463559519192,254.84606436603332,185.712291585886,172.83443195036836,146.4009305932532,422.2582396277627,989.0670647537806,703.4429158588599,27.404085304381553,205.45608375339282,52.76465761923225,703.4429158588599,27.404085304381553,205.45608375339282,52.76465761923225,125.29547421481192,89.69022566886392,3.362293927879023,25.764869329197367,6.478600403257074,89.69022566886392,3.362293927879023,25.764869329197367,6.478600403257074,709454842.9623885,0.17117793253198918,372302672.2310973,404139.0911205894,88.9006095385808,333.46878635129895,243.32376890267548,222.99030632027922,187.06785575804577,195.20124079100427,550.8741682822798,399.7470632027919,14.054353780535097,110.14907793718498,26.923537805350907,399.7470632027919,14.054353780535097,110.14907793718498,26.923537805350907,57.91227700659171,42.0071036835983,1.5361998759208992,11.385519038386974,2.983495075610701,42.0071036835983,1.5361998759208992,11.385519038386974,2.983495075610701,1748.0,0.28303567274137253
25,EASTMORELAND,488.5405741958977,1786.0123595151044,4144142.596457694,540969396.8853441,159446.96308947782,319864459.9655252,4015.0,2575.5245164641447,3845.565796442856,51684936.96343663,0.33979729597085434,17384080.502763856,18230.206656619383,202.78918473692426,1062.0855059076796,423.1776013960427,180.06410128473794,29.001973633148157,91.68317729349562,39.51220627386762,27.8522047732838,1.22353706153795,8.046182528366506,2.3902916663834155,27.8522047732838,1.22353706153795,8.046182528366506,2.3902916663834155,18.4103059173087,14.342175544672427,0.24069187839912262,3.4200537407802583,0.4073841733933101,14.342175544672427,0.24069187839912262,3.4200537407802583,0.4073841733933101,26818617.8498657,0.17355545751920967,10164245.158469776,11075.279494258639,9.680992589766614,1118.1550291396609,445.48278188453787,187.90938772168195,29.002339531428436,5.462821237793801,27.51358114083502,19.488102918613638,0.8726846408043452,5.432597172341927,1.7202253977421098,19.488102918613638,0.8726846408043452,5.432597172341927,1.7202253977421098,3.8159418825662694,3.209686908756569,0.03954074536210708,0.4914026515253864,0.07531347914024994,3.209686908756569,0.03954074536210708,0.4914026515253864,0.07531347914024994,4015.0,0.05050789159076569
26,ELIOT,513.9555359994513,1127.0174398930847,9053135.80155152,1533182363.0704088,679275.2963973366,1453484209.5720859,3556.0,11806.340315645419,5146.083011334556,266219278.97828156,0.32832358780546766,111935917.57491668,150859.7957446013,228.86563027864182,583.9621289185027,240.2147565902454,145.01053365087898,66.2210327567649,91.60898797669262,282.27837314625845,197.17850172855614,9.21415855614822,57.710096388263096,18.175499604434023,197.17850172855614,9.21415855614822,57.710096388263096,18.175499604434023,60.068755763602205,43.40202399837305,1.6514018552092333,11.789955593175659,3.2253983702429694,43.40202399837305,1.6514018552092333,11.789955593175659,3.2253983702429694,196461437.53787178,0.23540902862996566,77600594.02620469,121158.03808948214,57.86505074304609,614.453080780814,252.02289953828875,153.8083265710551,70.7697949450472,35.963338057879206,214.56206788412814,152.30691088571064,6.665294865806397,42.44072960455042,13.148443961896131,152.30691088571064,6.665294865806397,42.44072960455042,13.148443961896131,36.09417004795511,26.587432685769336,0.9621216879975536,6.647507232854281,1.897139133595799,26.587432685769336,0.9621216879975536,6.647507232854281,1.897139133595799,3556.0,0.06436041346418499
27,FAR SOUTHWEST,262.90196403392474,434.3001373192752,1560818.6715044086,235573864.464297,84997.17916219459,190439515.48919338,1320.0,3405.1454716206827,1342.005947871288,14494792.010490984,0.03712432770692595,4998132.786592167,6943.143130353347,23.82658332018014,298.83901814087585,90.21880590104595,33.61597428288823,6.2328403518740645,5.393498642591075,28.124633315971124,20.105366749531747,0.8747632400351452,5.413937752015067,1.7305257382620955,20.105366749531747,0.8747632400351452,5.413937752015067,1.7305257382620955,3.25627918071427,2.4957165430793182,0.06220846265810131,0.5808700145421638,0.11748713256834399,2.4957165430793182,0.06220846265810131,0.5808700145421638,0.11748713256834399,12399801.38976577,0.031928900468253474,4340799.3919912875,6381.842887808575,5.833727128133088,301.536673716775,91.60529126417912,33.92448492118611,6.155712692299596,1.0779747248353222,26.26863444135783,18.856639882831416,0.8095018159185136,4.999587794631395,1.6028935938979736,18.856639882831416,0.8095018159185136,4.999587794631395,1.6028935938979736,1.6467103738925017,1.3087566054254267,0.029512413423616816,0.25082246874276576,0.05761863876717806,1.3087566054254267,0.029512413423616816,0.25082246874276576,0.05761863876717806,1320.0,0.01805044190922738
28,FOREST PARK,3651.477228188324,788.0045055889113,4262670.787735273,566972147.2119462,214836.39704911964,476120518.733308,1349.5037623217872,2986.881199961987,1457.4810453690911,215367307.2296548,0.26124994483958064,103123802.91778025,109114.93905709936,230.7567786022726,358.735928875561,155.01430398537207,79.05970772988131,35.17399149421016,160.02057350388688,174.0238836318935,121.857609752262,5.213964345772279,36.87161180509378,10.080356670602765,121.857609752262,5.213964345772279,36.87161180509378,10.080356670602765,27.648200036586765,20.44849355050073,0.5785783644026917,5.5433157540341425,1.0778067202498833,20.44849355050073,0.5785783644026917,5.5433157540341425,1.0778067202498833,137790314.650713,0.10513285369120423,70145276.0098998,85085.68612341156,12.383994695197428,429.18446128220637,185.18222756727405,93.93709956612292,39.7231496592324,39.97756751407551,135.56881529889694,95.55112968302635,3.9774674806464825,28.35862514890091,7.6812801117230345,95.55112968302635,3.9774674806464825,28.35862514890091,7.6812801117230345,9.095597482798315,6.552117215134216,0.24966153681824577,1.8100646753666076,0.4837557525840219,6.552117215134216,0.24966153681824577,1.8100646753666076,0.4837557525840219,1312.0,0.17588169100782972
29,FOREST PARK/LINNTON,3314.4777370501565,546.739417834591,7821036.540980544,1044877636.7369988,530350.2944709687,1197557449.8280199,515.7165275424816,9356.88379074901,998.9181867652342,608827947.9028697,0.27660082183274304,335938194.2972432,361153.7181292674,90.76856994301555,146.69093895990554,77.98944915036707,66.50251039581087,60.11201396375584,195.44450536475176,639.9124410698702,447.0366882755788,19.40050412577648,135.9362638410596,37.53766161168438,447.0366882755788,19.40050412577648,135.9362638410596,37.53766161168438,42.75305875660968,30.05398162534011,1.253398650998511,9.026987834283075,2.418667048986088,30.05398162534011,1.253398650998511,9.026987834283075,2.418667048986088,482832054.56132245,0.21897997567431593,256823533.74086142,313385.22802197235,3.1275031083731193,178.85123055598336,96.13208891626881,82.6136372503722,75.21179937368447,113.93066173828225,520.7534561651009,366.7491914297449,15.306521151599158,109.14315115159916,29.553363794239946,366.7491914297449,15.306521151599158,109.14315115159916,29.553363794239946,28.701696409466606,20.061293605010526,0.8870168897479337,6.029500231326043,1.7238951226243646,20.061293605010526,0.8870168897479337,6.029500231326043,1.7238951226243646,518.0,0.17522889950389103
30,FOSTER-POWELL,567.9999999999997,2996.0,4700110.999999997,576029400.0000001,186397.99999999997,351068200.00000006,7335.0,3675.9999999999995,7038.000000000004,18031289.999999993,0.1720136,5928484.000000005,7835.999999999998,32.83694800000001,2125.999999999999,602.0,218.0,34.99999999999999,15.000000000000014,8.120601,6.471846999999999,0.12931963500000002,1.2737243999999994,0.24571272000000008,6.471846999999999,0.12931963500000002,1.2737243999999994,0.24571272000000008,5.491055000000002,4.613316999999998,0.045233450000000015,0.7537872999999998,0.07871020999999996,4.613316999999998,0.045233450000000015,0.7537872999999998,0.07871020999999996,15860420.000000004,0.15780420000000006,5180632.000000001,7126.999999999998,7.098308,2131.9999999999995,604.0,219.00000000000006,34.99999999999999,5.999999999999998,6.831701000000002,5.537666999999998,0.09959963499999995,1.0040774,0.19035941999999995,5.537666999999998,0.09959963499999995,1.0040774,0.19035941999999995,3.5380550000000013,3.1256369999999984,0.017737380000000007,0.3617833000000001,0.03289461000000001,3.1256369999999984,0.017737380000000007,0.3617833000000001,0.03289461000000001,7335.0,0.004476748193592366
31,GLENFAIR,190.1187969924812,572.9255639097744,1729723.0812030076,248058784.96240595,62588.47819548872,139795550.37593985,3417.0,1804.415789473684,3255.1421052631576,5649534.203007517,0.019504304511278197,1491436.5736842104,1025.1,4.989573624060149,411.92406015037596,113.9,41.106766917293236,5.138345864661654,0.856390977443609,1.7213287368421055,1.4862579774436089,0.011665843533834586,0.201085739849624,0.022324314360902257,1.4862579774436089,0.011665843533834586,0.201085739849624,0.022324314360902257,1.8809257593984965,1.6502654135338344,0.010408575939849622,0.20045372330827066,0.019791880601503758,1.6502654135338344,0.010408575939849622,0.20045372330827066,0.019791880601503758,5649534.203007517,0.019504304511278197,1491436.5736842104,1025.1,4.989573624060149,411.92406015037596,113.9,41.106766917293236,5.138345864661654,0.856390977443609,1.7213287368421055,1.4862579774436089,0.011665843533834586,0.201085739849624,0.022324314360902257,1.4862579774436089,0.011665843533834586,0.201085739849624,0.022324314360902257,1.8809257593984965,1.6502654135338344,0.010408575939849622,0.20045372330827066,0.019791880601503758,1.6502654135338344,0.010408575939849622,0.20045372330827066,0.019791880601503758,3417.0,0.0014602205513784459
32,GOOSE HOLLOW,492.4868395999167,742.2151578337185,7174596.741525568,1201069221.101869,583969.676700586,814931608.6807599,6356.155358898722,4936.708723254572,6309.090176555895,358171911.6286431,0.4945677387228134,106779391.7245216,203558.02384543518,1603.3312378958544,252.90430365180998,148.39064477740632,124.45788728588262,66.78931190483398,149.6730102137856,168.7789628190659,117.82267235979995,5.4301596993481205,34.82406576203989,10.701877834016805,117.82267235979995,5.4301596993481205,34.82406576203989,10.701877834016805,208.38854583079936,149.39422321194343,5.786826980683327,41.883032030096956,11.324509022047382,149.39422321194343,5.786826980683327,41.883032030096956,11.324509022047382,249926598.949451,0.318950294789412,69801978.89230281,160468.8802721293,914.7155559965911,296.691693114116,174.50924265289072,143.66614916123396,74.79449433267295,52.553578572804675,124.94204445261502,88.05963540405553,3.9505213999697517,25.12838205302316,7.803343675877932,88.05963540405553,3.9505213999697517,25.12838205302316,7.803343675877932,142.56924244279253,102.99886873228114,3.956962385091725,27.825963670108713,7.787525273237836,102.99886873228114,3.956962385091725,27.825963670108713,7.787525273237836,6360.0,0.2520961065873985
33,GRANT PARK-MULTNOMAH COUNTY,339.52656206444897,1783.3511080504259,4462741.629161877,584029992.1199967,198601.18580418793,369053905.4344331,4164.0,4452.129714564314,3996.7464675250585,68608703.7113169,0.3992221199040893,22284052.279568095,31102.440596565186,218.084759697944,1038.6761490636661,419.8466292029863,193.78086077168055,40.23090120288172,90.81656780921048,124.7998364557125,89.1591816321293,3.6827323395632954,24.718064037664828,7.239600311334154,89.1591816321293,3.6827323395632954,24.718064037664828,7.239600311334154,21.45904666554162,16.57255216714536,0.3248435439920461,3.985360611643478,0.5762929156150784,16.57255216714536,0.3248435439920461,3.985360611643478,0.5762929156150784,43669102.23384257,0.23975004447546744,14378474.021187676,22961.273046202907,28.937059359384527,1087.7482652990798,440.14873221895823,202.99039748675835,41.7015823413152,10.762130704313622,97.07168112377299,70.1959581881648,2.7772000780161052,18.62687736250562,5.471916779925132,70.1959581881648,2.7772000780161052,18.62687736250562,5.471916779925132,6.757905600040987,5.420401074768564,0.10688963154367183,1.023144270529388,0.20747152441820177,5.420401074768564,0.10688963154367183,1.023144270529388,0.20747152441820177,4164.0,0.05237386159892988
34,HAYDEN ISLAND,3190.9999999999995,749.9999999999998,4088569.000000001,534120000.00000006,212211.00000000006,380513000.0000001,2270.0,3224.999999999999,3692.0000000000014,216515000.0,0.40536800000000006,71266194.0,90534.0,801.1179999999999,57.99999999999999,73.00000000000003,154.0,179.0,286.0,121.88500000000005,88.53699999999999,2.9791000000000007,24.6966,5.672160000000001,88.53699999999999,2.9791000000000007,24.6966,5.672160000000001,121.35699999999999,91.34659999999998,2.3080500000000006,23.3823,4.319889999999999,91.34659999999998,2.3080500000000006,23.3823,4.319889999999999,110691000.00000001,0.20724099999999998,31618379.000000004,49986.0,315.957,77.0,96.99999999999999,205.0,238.9999999999999,131.99999999999997,56.33109999999999,42.61769999999999,1.1012899999999999,10.554699999999999,2.05745,42.61769999999999,1.1012899999999999,10.554699999999999,2.05745,53.756299999999996,42.64740000000001,0.6830199999999998,9.194359999999998,1.2315199999999997,42.64740000000001,0.6830199999999998,9.194359999999998,1.2315199999999997,2270.0,0.3529154185022026
35,HAYHURST,702.7812354129627,1891.3471975029195,4545352.151963133,613285215.96001,174831.01142314597,374927398.375978,5043.658200290274,3394.445190805429,4840.379523270856,83395365.43499999,0.4441027706990759,26545307.71076352,27788.75904837818,357.7918075399733,1028.1652128392395,467.12338525933956,221.85088620035148,50.691197445243894,123.51651575874422,62.58020680743982,44.159179336149606,1.9295371020012273,12.70789889139036,3.7836235825595366,44.159179336149606,1.9295371020012273,12.70789889139036,3.7836235825595366,35.155644551718964,26.932846533297784,0.581985547998863,6.58630630834596,1.0544618415566878,26.932846533297784,0.581985547998863,6.58630630834596,1.0544618415566878,50749865.3249476,0.26006794727484817,16932418.845978014,18687.490679875038,62.27292754967441,1096.8360865050108,497.1790087048844,232.3304392063091,50.29291346263848,14.708749624075859,45.48278691540807,32.12536997921737,1.4527317584496189,9.031494609391933,2.873214846551581,32.12536997921737,1.4527317584496189,9.031494609391933,2.873214846551581,12.333374403983441,9.64442079594266,0.2330464078801967,2.000564977820842,0.45534187329737424,9.64442079594266,0.2330464078801967,2.000564977820842,0.45534187329737424,5382.0,0.06647933993682151
36,HAZELWOOD,2641.44554533561,7029.897915432046,20797496.35894207,3084768596.0166087,1117884.9598984432,2364529328.4509907,23373.0,28172.320756278077,23769.697249533616,103372959.36314614,0.2974535010542729,33581476.542296425,58093.102340133046,41.617747072257195,4937.670542026046,1391.6759465358207,565.9815219854794,118.48426598073102,16.08563890396551,84.43461598037132,66.36891677619508,1.630395731692525,13.246195003969197,3.1890427154745096,66.36891677619508,1.630395731692525,13.246195003969197,3.1890427154745096,18.868476215697015,15.905247564469553,0.20198483126794645,2.3715315071403054,0.38971717779265,15.905247564469553,0.20198483126794645,2.3715315071403054,0.38971717779265,103372959.36314614,0.2974535010542729,33581476.542296425,58093.102340133046,41.617747072257195,4937.670542026046,1391.6759465358207,565.9815219854794,118.48426598073102,16.08563890396551,84.43461598037132,66.36891677619508,1.630395731692525,13.246195003969197,3.1890427154745096,66.36891677619508,1.630395731692525,13.246195003969197,3.1890427154745096,18.868476215697015,15.905247564469553,0.20198483126794645,2.3715315071403054,0.38971717779265,15.905247564469553,0.20198483126794645,2.3715315071403054,0.38971717779265,23373.0,0.001780590727431532
37,HILLSDALE,1290.6992843156052,3055.0824977995335,8851090.862202127,1212563622.4266148,383052.6351585849,758985904.6729836,8274.034473582416,9099.934208546914,7937.706215451607,174718289.2373714,0.8247102387236965,52507758.868252695,64296.62460941012,690.5591376094666,1671.396253367819,711.9932941597757,342.4902455692017,83.20100664680021,246.0016980559363,159.8196236619174,112.65512156667677,4.980045203800341,32.418100604214416,9.766396496284447,112.65512156667677,4.980045203800341,32.418100604214416,9.766396496284447,62.9784960253232,48.19969178260219,1.0123729745313252,11.954047677222892,1.8123687919697729,48.19969178260219,1.0123729745313252,11.954047677222892,1.8123687919697729,88951023.18554655,0.4109479849112966,27479825.592166513,39818.3052048747,58.16143707720319,1826.9152502483557,773.2462907818267,363.8719590145672,73.27858593950845,17.77041181527542,107.7975931324409,76.76234755995709,3.3522655349447694,21.06838285935812,6.614640524162029,76.76234755995709,3.3522655349447694,21.06838285935812,6.614640524162029,13.54322086497332,10.854711269024584,0.2210273675215041,2.0364307286704655,0.43105372975019135,10.854711269024584,0.2210273675215041,2.0364307286704655,0.43105372975019135,7871.0,0.08773461283311734
38,HILLSIDE,568.3307259992451,827.0626738805241,3153462.091847363,458539607.90378743,126702.6495722015,247511709.01312754,2198.0,950.8020208586726,2091.0194256874825,86009616.6963749,0.24130313866054334,22423924.741276268,22936.86915446882,330.9713151518964,357.70923331795495,188.26908316906432,111.02844999930096,29.022934753736237,141.0329726404675,16.59943056382726,12.17959203190314,0.38243318168155577,3.315698872869745,0.7217256635280794,12.17959203190314,0.38243318168155577,3.315698872869745,0.7217256635280794,28.539205664835244,21.809462937829412,0.4497190453382544,5.479095793943716,0.8009086168826627,21.809462937829412,0.4497190453382544,5.479095793943716,0.8009086168826627,27751882.95201946,0.07765611812411746,7224085.601759425,7407.309101902726,32.910579399264634,430.15083043241196,226.6202134798473,130.2609570943254,27.57987669336912,12.450796180570117,5.239119115044248,3.8588583242461096,0.13984205308616085,0.9657846239427362,0.2746397266661075,3.8588583242461096,0.13984205308616085,0.9657846239427362,0.2746397266661075,5.353412983545135,4.317197333668861,0.0730907649890254,0.8246346565798486,0.13849440692586218,4.317197333668861,0.0730907649890254,0.8246346565798486,0.13849440692586218,2198.0,0.15057839633844242
39,HOLLYWOOD,109.4374895294864,449.1663189606847,1974935.2171329947,329705026.9530885,130784.00340420709,306339319.0751713,1274.0,2513.5712092990857,1499.7168626579833,61406174.97373861,0.185554442140532,26013059.69442746,30985.401119974646,117.18864651872319,270.95217571046976,98.02440540510116,48.33260403210105,14.465513208688769,17.391620604324,85.03279493732119,60.484011739048995,2.5686141136596334,16.918991262386083,5.061246111720988,60.484011739048995,2.5686141136596334,16.918991262386083,5.061246111720988,25.213447218496853,18.47610534527691,0.6416597647159744,4.841707825078128,1.2539902496193152,18.47610534527691,0.6416597647159744,4.841707825078128,1.2539902496193152,49970673.03247407,0.14941596435343785,20175832.122819535,26600.41332809329,80.3571877765032,277.7827735173098,100.41870353873776,49.86618806325029,15.486513978472146,5.612139862914761,70.26776429563998,50.59845484291429,2.0366879636343427,13.620421181062348,4.012263098615835,50.59845484291429,2.0366879636343427,13.620421181062348,4.012263098615835,20.120464104370907,14.883219497907618,0.5009150396221927,3.753187867481329,0.983126646637984,14.883219497907618,0.5009150396221927,3.753187867481329,0.983126646637984,1274.0,0.09198480888439811
40,HOMESTEAD,506.28481884591406,585.177390251726,5381547.4004088165,1357639424.6873958,456822.47661863716,1745999724.2144988,1960.5405767940983,16708.70279720031,6526.214828027905,292925004.1495349,0.2371018494295572,168445512.2245996,117066.63375516442,282.7053736224345,290.9191138346516,126.12003445202855,71.64114129812458,24.584334568741546,71.91276609817974,356.248191539751,258.37107009270187,9.524914462922464,69.62975559328397,18.72250689652443,258.37107009270187,9.524914462922464,69.62975559328397,18.72250689652443,127.11494495442075,92.66210949393783,3.259782650936372,24.825600336141978,6.3674450527434665,92.66210949393783,3.259782650936372,24.825600336141978,6.3674450527434665,160661417.85893872,0.1073100286061367,80881503.5311409,76386.5391991397,71.65937299640898,333.4805709477792,143.8937947230929,78.2127967522349,21.690303716964213,7.899924111654728,199.78355683239772,149.2951850194685,4.72263321185615,36.48829886442231,9.277210750336803,149.2951850194685,4.72263321185615,36.48829886442231,9.277210750336803,66.0544063512357,49.45298022513305,1.5487723127293986,12.010826345735781,3.042038470992729,49.45298022513305,1.5487723127293986,12.010826345735781,3.042038470992729,2019.0,0.14002247331472734
41,HOSFORD-ABERNETHY,804.2814816892027,3248.3041710094444,10420543.836397571,1387740915.78417,635777.0728643694,1130544307.1388862,7251.0,9798.690310412941,7187.691036629712,229859468.21552566,0.869950471015593,92990025.88377994,144494.73809045876,410.2637061911862,1753.801204044318,733.9641669041928,404.19565042065244,141.89613233204045,214.44701730824073,207.29294725963442,145.8562342403115,6.462045014988686,42.32492531050759,12.649729443608969,145.8562342403115,6.462045014988686,42.32492531050759,12.649729443608969,46.807571126420555,35.28142998214235,0.9024061262267866,8.957367533417315,1.6663640071444075,35.28142998214235,0.9024061262267866,8.957367533417315,1.6663640071444075,165555767.91373992,0.5955382312562595,65464459.650304124,117792.55541923532,53.329466206875885,1844.3911617191075,774.4406514762082,427.7713163702537,148.3149221409576,53.386119302917706,151.00997121532436,107.69746705651161,4.557116781228171,29.81444954328927,8.940825114534828,107.69746705651161,4.557116781228171,29.81444954328927,8.940825114534828,17.143592065240245,13.084449964506836,0.3890923659295422,2.906557630557612,0.763490896493058,13.084449964506836,0.3890923659295422,2.906557630557612,0.763490896493058,7251.0,0.05658029322730468
42,HUMBOLDT,384.02528056329595,1735.1378882335882,4233476.19105599,580170852.5407599,211390.74118404335,433326292.6592435,5110.0,6734.934947636984,4913.049286484219,19468242.762029003,0.11439339505247183,7375546.679213211,10913.656589785845,12.124977522952793,1195.5679436286894,362.24776700193644,145.06685646527495,26.835330260467686,5.419990877218445,25.8271195133535,20.122312116492207,0.5271684411908802,4.147061421398123,1.0305655139630758,20.122312116492207,0.5271684411908802,4.147061421398123,1.0305655139630758,3.9522204237739174,3.3190653024091605,0.043074567542669306,0.5078593409772778,0.08222488152991952,3.3190653024091605,0.043074567542669306,0.5078593409772778,0.08222488152991952,18937814.651905295,0.111606580004254,7117726.952326702,10724.912069388358,9.0158422544776,1197.4211566668932,362.28599878210366,145.0859723553586,26.835330260467686,3.509430168763133,25.465387269630472,19.873658149945012,0.515583944497172,4.068105832800168,1.0080299826056294,19.873658149945012,0.515583944497172,4.068105832800168,1.0080299826056294,3.69367367239449,3.1247328306475053,0.038827971168258674,0.4552303182475178,0.07488115329681692,3.1247328306475053,0.038827971168258674,0.4552303182475178,0.07488115329681692,5110.0,0.002372794035802895
