id,name,geometry,pgv_site_count,pgv_site_max,pgv_site_mean,pgv_site_min,pgv_site_std,PGD_landslide_dry_count,PGD_landslide_dry_max,PGD_landslide_dry_mean,PGD_landslide_dry_min,PGD_landslide_dry_std,PGD_landslide_wet_count,PGD_landslide_wet_max,PGD_landslide_wet_mean,PGD_landslide_wet_min,PGD_landslide_wet_std,PGD_liquefaction_wet_count,PGD_liquefaction_wet_max,PGD_liquefaction_wet_mean,PGD_liquefaction_wet_min,PGD_liquefaction_wet_std,PGD_total_wet_mean,pgv_site_min_MMI,pgv_site_max_MMI,pgv_site_mean_MMI,PGD_landslide_dry_min_DI,PGD_landslide_dry_max_DI,PGD_landslide_dry_mean_DI,PGD_landslide_wet_min_DI,PGD_landslide_wet_max_DI,PGD_landslide_wet_mean_DI,PGD_liquefaction_wet_min_DI,PGD_liquefaction_wet_max_DI,PGD_liquefaction_wet_mean_DI,PGD_total_wet_mean_DI
0,SABIN,"POLYGON ((-122.6507145389833 45.55771642087534, -122.6429083130228 45.55768675715896, -122.642924772506 45.55543377124673, -122.6419502534144 45.55543013845755, -122.6419502775427 45.55542500723561, -122.6419529152384 45.55487846776824, -122.641962565704 45.55287959912901, -122.6419668259788 45.55199860134397, -122.6419674959041 45.551853081804, -122.6419675319362 45.55185301812312, -122.6441730057121 45.55184500387901, -122.6441735946454 45.55184499289508, -122.6441739151976 45.55180837833925, -122.6441839704287 45.55066323416661, -122.6441843046813 45.55062528713896, -122.6442052647039 45.5482388379995, -122.6442052619851 45.54823876603911, -122.6442238844498 45.5451662460016, -122.6462921868976 45.5451742829583, -122.6514269624085 45.54519408041318, -122.6544906299285 45.54520577691916, -122.6544697722047 45.54825033847385, -122.6544697391407 45.54825554190931, -122.6557272236104 45.54825872017683, -122.6557271679942 45.54826501320888, -122.6556857698879 45.55318269183213, -122.6556744486651 45.55452821736427, -122.6537235596823 45.55452259005197, -122.6537111723565 45.55548240641392, -122.65175628134 45.55547546087733, -122.6517247726077 45.55755954630334, -122.6517223252097 45.55772105883007, -122.6507145389833 45.55771642087534))",14589,26.834936141967773,24.10993085543903,19.79149055480957,3.3655400492858365,131190,0.0,0.0,0.0,0.0,131177,331.0,0.8656471790024166,0.0,7.024901916771643,131177,23.0,13.561775311220718,0.0,10.715968818763866,14.427422490223135,7,7,7,None,None,None,None,Very High,Low,None,Moderate,Moderate,Moderate
1,ELIOT,"POLYGON ((-122.6586036745098 45.54827282164544, -122.6586089483765 45.54210991947267, -122.6586090994982 45.54193942036202, -122.658614370431 45.53578290524857, -122.6586145580122 45.53556380798415, -122.6586149811683 45.53507004309856, -122.6586169798732 45.53507005956769, -122.6618132422365 45.53509429976749, -122.666692788643 45.53511166390908, -122.6669138759359 45.53511244652102, -122.6683922873851 45.53511766125722, -122.6727791961708 45.5326375200823, -122.6740942986408 45.53189394146166, -122.674160401469 45.53185656785487, -122.6781434155491 45.53524519279082, -122.6788368713187 45.53564196851553, -122.6829215985463 45.53797896490954, -122.6817658166008 45.53893993072553, -122.6814416994548 45.53920372409677, -122.6769613184969 45.54284982522862, -122.6760885404012 45.54356001520576, -122.6758132440938 45.54378312214606, -122.6755432283944 45.54400194955097, -122.6753598193586 45.54416059724622, -122.6750855106165 45.54439789135262, -122.6748035985793 45.54464175565435, -122.6746040660117 45.54481434432819, -122.6743017877713 45.54497378063768, -122.6738910792356 45.54519040079327, -122.673604040829 45.54534178769478, -122.6732516668154 45.54552763352844, -122.6728786714609 45.54572434573966, -122.6727102680768 45.54581316886728, -122.672483523205 45.54593275419381, -122.6723497512406 45.54600330638385, -122.6721248200311 45.5461726618241, -122.6718304422356 45.54639429518936, -122.6713847936438 45.54672982730896, -122.6709961929828 45.5470259969702, -122.6707312991382 45.54722958963364, -122.6705442632994 45.54736034799485, -122.6704232447395 45.54744495131999, -122.6703093047796 45.54749892392034, -122.6701776346828 45.54756128742696, -122.6700435486487 45.5476248035618, -122.6699361077853 45.54768492710812, -122.6697702053106 45.54777777613499, -122.6696277588873 45.54782000809052, -122.6693705823336 45.54789626117748, -122.6690147055504 45.54798921040179, -122.6686069983316 45.54809569329638, -122.6682771439763 45.54820051727859, -122.6679901469517 45.54826053295164, -122.6679652866583 45.54826572755363, -122.6668432828761 45.54826712362161, -122.66202433167 45.54827301692203, -122.6616009166996 45.54827994421295, -122.6616006475146 45.54827994027308, -122.6586036745098 45.54827282164544))",27086,40.94626998901367,29.56741259322159,20.018796920776367,5.6167202509812295,243753,81.0,0.38536551345009085,0.0,5.500018955765576,243752,752.0,11.324042469395122,0.0,63.81520559643452,243752,254.0,68.04380271751616,0.0,91.04300656700758,79.36784518691128,7,8,7,None,High,Low,None,Very High,Moderate,None,Very High,High,High
2,REED,"POLYGON ((-122.6228633802905 45.49029802903057, -122.6228579817662 45.49002854392647, -122.6228451916111 45.48938930715194, -122.6228155085951 45.48790613465867, -122.6228072334182 45.48749285903916, -122.6228071232951 45.48748751420037, -122.6227417175269 45.48736218957547, -122.6226875459119 45.48725838680607, -122.6226873803519 45.48725806581351, -122.6226873099327 45.48725309830239, -122.6226821006834 45.48686465501916, -122.6226777570883 45.48654151039104, -122.6226538656505 45.48476140601114, -122.6226534694016 45.48473196049844, -122.6226534657403 45.48473117743745, -122.6226537923274 45.48460427755547, -122.6226622191054 45.48136447911395, -122.6226713798576 45.47920515849724, -122.6229271018541 45.4792015197307, -122.623225531913 45.47920259054276, -122.6236267357148 45.47920401911487, -122.6244091259318 45.47920707140334, -122.6251186860374 45.47920981911206, -122.625680424871 45.47921200470599, -122.6265637245078 45.47921070765401, -122.6270026328232 45.47926671332931, -122.6273524209612 45.47933842896994, -122.6278907141569 45.47934079514128, -122.6282437598054 45.4792910443847, -122.6286038983837 45.47922229387, -122.6289314580995 45.4791692328244, -122.6291949918437 45.4791766961349, -122.6293217134538 45.47917588535226, -122.6298792055758 45.47922212855894, -122.6302452909997 45.47920830679494, -122.6306312644593 45.47915261781636, -122.6311034595843 45.47910836139286, -122.6313590581912 45.47911201535523, -122.6317391566064 45.47916000315555, -122.6321558659998 45.47924795170577, -122.6324717986209 45.47924860145971, -122.6327714639189 45.47917959269292, -122.6330844444383 45.47904980051467, -122.63317697441 45.47902132890115, -122.6340346844012 45.47885757614625, -122.6343842850233 45.47882021147604, -122.6345539764143 45.47892508417377, -122.6346305806966 45.4790735354232, -122.634793367977 45.47938900085529, -122.6350545399296 45.47989509826699, -122.6352422852776 45.4802552146311, -122.635461482474 45.48066190474024, -122.6356377841332 45.48098943175136, -122.6357134147841 45.48113395774102, -122.6359181376091 45.48139233705621, -122.6363415015785 45.48155285233071, -122.636560447414 45.48156695253322, -122.6369208277314 45.48160860231089, -122.6371204890923 45.48168016604868, -122.6375203407928 45.48167982528375, -122.6379934982868 45.48167940540086, -122.6384445706549 45.48167900782085, -122.6392651223008 45.48168452537598, -122.6398314667153 45.48168832971096, -122.6406832818273 45.48167827594114, -122.64097578892 45.48167797105435, -122.6410968335756 45.48168153796654, -122.6411287438781 45.48168247318502, -122.6412686316058 45.48168657068949, -122.6415949774404 45.4827908152881, -122.6422442147623 45.48537266852357, -122.6434060425382 45.49032165152937, -122.6422394672272 45.49031566741706, -122.6395863808451 45.49030200061355, -122.6395849474551 45.49030200031485, -122.6343479803153 45.49031339736536, -122.6343073851202 45.4903208939655, -122.6341310479841 45.49035343496339, -122.6341168901257 45.49045010411358, -122.6340937859001 45.4906077446289, -122.6305398124532 45.49059983174024, -122.6302793175881 45.49038540600733, -122.6302258614981 45.49034140817884, -122.6300598345902 45.49033393805619, -122.6297804183797 45.49032136945332, -122.6297754777416 45.49032135306332, -122.6228633802905 45.49029802903057))",21052,40.0011100769043,26.434094741592247,26.313213348388672,0.4783822023696424,189449,81.0,0.04088699333329814,0.0,1.8055434263198324,189457,732.0,3.582432953123928,0.0,21.428983468891836,189457,228.0,21.07767461745937,20.0,8.546825241517423,24.660107570583296,7,8,7,None,High,Low,None,Very High,Low,Moderate,Very High,Moderate,Moderate
3,SULLIVAN'S GULCH,"POLYGON ((-122.6391321726554 45.53516646898405, -122.6367148299078 45.5351661228412, -122.6362100076225 45.53516604655245, -122.6348670933747 45.5351658223867, -122.6306801439803 45.53516502737189, -122.6306797852652 45.53516502502062, -122.6250133445233 45.53515745280185, -122.62500149358 45.53400672203482, -122.6252341175508 45.5339063671196, -122.6253607015576 45.53385175537754, -122.6255852451137 45.53390573351034, -122.6257959143481 45.53395413495657, -122.6258037540409 45.53395519613128, -122.6258116381969 45.53395710261123, -122.6261218191484 45.53405665381504, -122.6269857677404 45.53424524208218, -122.6270034691906 45.53424868605484, -122.6270250935589 45.53425291255248, -122.628231453151 45.53451523017682, -122.6285600611194 45.53458544928255, -122.6287469146992 45.53462331380828, -122.6290491409685 45.53466659299856, -122.6293563871805 45.53468764402144, -122.6296647310349 45.5346860534368, -122.6299702802285 45.53466186635983, -122.6302730222764 45.53461510103978, -122.6304337280702 45.53458040133764, -122.6305612003902 45.53454408514919, -122.6306556460347 45.53451302580387, -122.6306556311184 45.53451194591516, -122.6306554008614 45.53450581124496, -122.6306556154066 45.53450572625517, -122.6309496936731 45.53438992614957, -122.6312276138805 45.5342016397471, -122.6315896908921 45.53391575606815, -122.6338129607721 45.53173567904302, -122.6344333610569 45.53126117152433, -122.6348796370622 45.53103524631023, -122.6350845818755 45.53093149640592, -122.6359434216853 45.53067324652231, -122.6368136295235 45.5305613845707, -122.6368651369855 45.53055893261393, -122.6371070909211 45.53054743034856, -122.6377429634173 45.53051717788448, -122.6382178411122 45.53049449917383, -122.6395899550061 45.53042895927553, -122.6413554151528 45.53035304081014, -122.6438497308136 45.53024754111912, -122.6448520531589 45.53022731716452, -122.6448606402913 45.53022714789476, -122.6453105156892 45.53021805750907, -122.6466807232632 45.53016777971497, -122.6477249537264 45.53011688105244, -122.6486453815072 45.52999199143485, -122.6491757625755 45.52982397240586, -122.6495904093004 45.52969227623775, -122.6500339826106 45.52955138695653, -122.6511364443533 45.52919693682195, -122.6515245396987 45.52907215752768, -122.6531302959597 45.52868280850559, -122.6534676145261 45.52884034800091, -122.6534694159859 45.52884021626593, -122.6545980566185 45.52936730456782, -122.654581522987 45.53150303041484, -122.6505246494629 45.53147836293611, -122.6504950153165 45.53336462927177, -122.6504874543228 45.53384561854578, -122.6504879341875 45.53503822774891, -122.650487937119 45.53504337651424, -122.6504872964833 45.53504337049843, -122.6494723779521 45.53504033184492, -122.6466739944517 45.53503195351951, -122.6448364963892 45.53502640132925, -122.641910055733 45.53501750835444, -122.6406859493066 45.53516669465331, -122.639132787354 45.5351664665445, -122.6391321726554 45.53516646898405))",10363,40.33592987060547,26.918876049406542,26.486852645874023,1.8918925975628391,93135,81.0,0.18486068610082138,0.0,3.8009928453607653,93142,737.0,11.0733933134354,0.0,54.975774000827606,93142,237.0,25.586620429022354,21.0,27.527146528345163,36.66001374245775,7,8,7,None,High,Low,None,Very High,Moderate,Moderate,Very High,Moderate,High
4,ARGAY,"POLYGON ((-122.510278549329 45.56614983909901, -122.5102866964626 45.56367753756361, -122.5102867058158 45.56367309992864, -122.5103218834262 45.55299127611294, -122.5103190957208 45.55241638690666, -122.5102969025662 45.55118373864168, -122.5102033617923 45.5506924080294, -122.5099883915815 45.54985974052983, -122.5099728526159 45.54936601072274, -122.509995546948 45.54846334524269, -122.5100028045066 45.54828231633234, -122.5100141454394 45.5479745989922, -122.5101381935667 45.54460844958721, -122.5101380776986 45.54459866751952, -122.5101174548002 45.54281010468861, -122.5101212612195 45.54281052418069, -122.5102455391923 45.54282431866776, -122.5102467479409 45.54282445054636, -122.513447217639 45.54317951266082, -122.5135844470362 45.54319473289851, -122.5153115439843 45.54338522556566, -122.5162929446714 45.54349345384188, -122.5164192555389 45.54350921327643, -122.5230991913714 45.54434249706178, -122.5263353733104 45.54470937415573, -122.5331980886353 45.54587216347363, -122.5373986646752 45.54665924009768, -122.537404455473 45.54666032560883, -122.5374572947509 45.54667022641496, -122.5372164420581 45.55445906706874, -122.5372160589994 45.55447159432495, -122.5372429166894 45.55480073708511, -122.5372788029024 45.55524038779508, -122.5374375675292 45.55557569007773, -122.5377372853675 45.55620861621554, -122.5378164298399 45.55719337773915, -122.5378186771859 45.55722134917739, -122.5378220125273 45.55726284791304, -122.5379569187665 45.55819222746751, -122.5379383395539 45.55919719960688, -122.5375419610822 45.5600677483422, -122.5339743324215 45.56495304901055, -122.53186605076 45.56783956236458, -122.5317134343792 45.56804849874762, -122.5317037106333 45.56806182100266, -122.5305126461355 45.56969237968647, -122.5301321690431 45.57021321508456, -122.529851274118 45.57013886965751, -122.5297465402244 45.57011114990399, -122.5289137457785 45.5698782259182, -122.5281974103597 45.56967786272603, -122.5254009198558 45.56889561909101, -122.521657810874 45.56784844709052, -122.5163755537825 45.56707732565697, -122.5159109493188 45.56700948575642, -122.5130079633398 45.56658557329813, -122.5106845004253 45.56621465091608, -122.510278549329 45.56614983909901))",63983,38.589134216308594,30.991360986512042,18.641185760498047,8.005071980656956,575713,58.0,0.17146738044824417,0.0,3.033950034273102,575703,701.0,9.180735552880565,0.0,63.805443638764636,575703,188.0,99.70036112370441,0.0,85.70112008765241,108.88109667658497,7,8,7,None,High,Low,None,Very High,Low,None,Very High,High,Very High
5,GRANT PARK-MULTNOMAH COUNTY,"POLYGON ((-122.614981986521 45.54159342840009, -122.6149820009506 45.5415883153891, -122.6149820040913 45.54158734986251, -122.6149902912112 45.53903971032869, -122.6149902951854 45.53903466051558, -122.6149902951021 45.53903402483483, -122.614990205276 45.53834884259917, -122.6149901393517 45.53777814201931, -122.6162603321798 45.53777882234915, -122.6179180448154 45.53777968464249, -122.6199374674975 45.53778070211163, -122.6199458574318 45.53778070938839, -122.6249978627046 45.53778311047394, -122.6250120911424 45.53778311723635, -122.6250131944033 45.5354795061653, -122.6250133445233 45.53515745280185, -122.6306797852652 45.53516502502062, -122.6306801439803 45.53516502737189, -122.6348670933747 45.5351658223867, -122.6362100076225 45.53516604655245, -122.6367148299078 45.5351661228412, -122.6391321726554 45.53516646898405, -122.6391321569999 45.535172851268, -122.6391318987016 45.53527612013408, -122.6391290309309 45.53641001663024, -122.6391165165044 45.54135572137714, -122.6391147490102 45.54205419857571, -122.6391147353979 45.54205927560846, -122.6350290623068 45.54206337876636, -122.6306934674106 45.54206755001886, -122.6306932882001 45.54206755334082, -122.6306943108822 45.5424230609702, -122.6306978025222 45.54364384098079, -122.6306971873939 45.54364383438021, -122.6250053112613 45.54365079567663, -122.624991147647 45.54365071238673, -122.6229706250531 45.54363883059802, -122.6226428792385 45.54354045878368, -122.6223856727422 45.54339704619263, -122.6219581172613 45.54323981033132, -122.6209342135221 45.54295365223704, -122.620427901519 45.54283044873666, -122.6200252485001 45.54283071069893, -122.6199307017382 45.54283077118104, -122.6189247351591 45.54283141581418, -122.6189230548192 45.54282895342354, -122.618910357174 45.54281029644997, -122.6187161118382 45.54252488682862, -122.6184049288089 45.54229467957455, -122.6178948061926 45.54201685665673, -122.6178873176723 45.54201485399985, -122.6159646283984 45.54150066870763, -122.615964369702 45.54150060145938, -122.6159641402957 45.5415006326864, -122.6152471924691 45.54158547886626, -122.6152469492558 45.54158548334197, -122.6149825750184 45.54159340857044, -122.614981986521 45.54159342840009))",16168,26.642290115356445,26.531182350940128,26.40277671813965,0.059728659228912934,145498,0.0,0.0,0.0,0.0,145499,85.0,0.40567976412209017,0.0,4.640959052402273,145499,22.0,21.160234778245897,21.0,0.36682365529827315,21.565914542367988,7,7,7,None,None,None,None,High,Low,Moderate,Moderate,Moderate,Moderate
6,ALAMEDA,"POLYGON ((-122.6306818771524 45.55538866746576, -122.6306843332855 45.55430208117503, -122.6306878794111 45.55273677468092, -122.6306980202731 45.54826069085431, -122.6306980326133 45.54825555986117, -122.6307014627528 45.54674246053889, -122.6307030889526 45.54602108053622, -122.6306888626543 45.54602112693919, -122.6285577516612 45.54602807814778, -122.6282946968584 45.54598973330874, -122.6277964303524 45.54566578176608, -122.6276559885282 45.54546107143784, -122.6276497770011 45.54534731946165, -122.626418168028 45.54535502244017, -122.6262851293329 45.54519115666287, -122.6261331809922 45.54488736366597, -122.6260866006362 45.54468622620995, -122.6260852710067 45.54468044700847, -122.6260796077981 45.54465583201319, -122.6260667738766 45.54465620374614, -122.6250148113491 45.54468667371474, -122.6250147555963 45.54468059449761, -122.6250053112613 45.54365079567663, -122.6306971873939 45.54364383438021, -122.6306978025222 45.54364384098079, -122.6306943108822 45.5424230609702, -122.6306932882001 45.54206755334082, -122.6306934674106 45.54206755001886, -122.6350290623068 45.54206337876636, -122.6391147353979 45.54205927560846, -122.6413303009313 45.5420626877639, -122.6442454187685 45.54206709673763, -122.6442238844498 45.5451662460016, -122.6442052619851 45.54823876603911, -122.6442052647039 45.5482388379995, -122.6441843046813 45.55062528713896, -122.6441839704287 45.55066323416661, -122.6441739151976 45.55180837833925, -122.6441735946454 45.55184499289508, -122.6441730057121 45.55184500387901, -122.6419675319362 45.55185301812312, -122.6419674959041 45.551853081804, -122.6419668259788 45.55199860134397, -122.641962565704 45.55287959912901, -122.6419529152384 45.55487846776824, -122.6419502775427 45.55542500723561, -122.6419502534144 45.55543013845755, -122.6419493052603 45.55543013811906, -122.6419482550161 45.55543014868377, -122.6395627251065 45.55542145851234, -122.6354496005383 45.55540635663988, -122.6306827225379 45.55538866080042, -122.6306818771524 45.55538866746576))",19006,26.717079162597656,23.785820924971063,19.67659568786621,3.3976606958886633,171069,0.0,0.0,0.0,0.0,171078,330.0,1.4272963209763967,0.0,9.704365564971337,171078,22.0,12.786302154572768,0.0,10.718136212534858,14.213598475549166,7,7,7,None,None,None,None,Very High,Low,None,Moderate,Moderate,Moderate
7,ARBOR LODGE,"POLYGON ((-122.6785907221789 45.57721311608243, -122.6785942198853 45.57627062946771, -122.6786173437425 45.57004002252889, -122.6786218884198 45.56881378901247, -122.6786235963746 45.5683546747472, -122.6786385935712 45.56674803622427, -122.6786419051736 45.56639326672684, -122.6786419302743 45.56639091687666, -122.68107355782 45.5663926740604, -122.6812094953402 45.56638380367171, -122.6817508049285 45.56634851982937, -122.6823914652661 45.56630674822257, -122.6823944182616 45.56630655715799, -122.6824127990183 45.56630664939167, -122.6993175774586 45.56639207615884, -122.699345187268 45.56639221421419, -122.6993456486307 45.56639221439173, -122.6993464304908 45.56639221744103, -122.6993722999617 45.56677489841256, -122.6993877925779 45.56700395123843, -122.6994013596125 45.56720448813236, -122.6994294282377 45.56775064810711, -122.699435310371 45.56786501661183, -122.6994490960868 45.56813333052141, -122.6995473034753 45.56871013114911, -122.6995477191929 45.56871258960664, -122.6995483970261 45.56871420591213, -122.7001334191609 45.57010211680723, -122.7001392622283 45.57011596633293, -122.7001914462851 45.57020145428751, -122.7008834584115 45.57133510171154, -122.7008880568126 45.57134262896982, -122.7011067076093 45.57158079144205, -122.7018788719414 45.57242184487846, -122.7019175344846 45.57246396074063, -122.7019180015939 45.57246443787772, -122.7019588096474 45.57249941947489, -122.7021429455858 45.5726571464748, -122.7023240996162 45.57281231986209, -122.7024495313035 45.57290390239956, -122.7027804387228 45.57314551092599, -122.7027902874163 45.57315158732751, -122.7035069041757 45.57359389301274, -122.7039139453589 45.5738141643937, -122.7039428186896 45.57382528602647, -122.7041888479741 45.57392006454865, -122.7042451117247 45.57394174199525, -122.705861445995 45.57442657405295, -122.7059580619822 45.57445556007355, -122.7059586321688 45.57445572016558, -122.7063889099248 45.57456383776286, -122.7073390152371 45.57480253659938, -122.7077732068285 45.57491161816698, -122.7077912247282 45.57491614210287, -122.7079242822978 45.57494775750854, -122.7079588123343 45.57495598809737, -122.7079731830086 45.57712704462793, -122.7079732065323 45.57713094182382, -122.7079732123704 45.57713240895549, -122.7079731099038 45.57713241092262, -122.7079725975705 45.57713242075796, -122.7068784121513 45.57713279835342, -122.6983286236691 45.57713528698237, -122.6980680646981 45.57713535201382, -122.6977353166712 45.57713544565242, -122.6977315991054 45.5771354356748, -122.6901164051969 45.57713482641194, -122.6896327609135 45.57713477237357, -122.6895280771845 45.57713475793188, -122.68951716924 45.57713475854943, -122.6892443657303 45.57713471263816, -122.6888663914255 45.57713465130446, -122.6888180039075 45.57713464500586, -122.6876308740455 45.57713444793345, -122.6872192142388 45.5771343737845, -122.6866779143257 45.57713427854504, -122.6821200991664 45.57713335606756, -122.6821018848728 45.57713335057702, -122.6821013981519 45.57713335981115, -122.681532823904 45.57714628778149, -122.6801747089113 45.57717714310725, -122.6786057592712 45.57721277458404, -122.6785907221789 45.57721311608243))",26889,27.42730140686035,23.681963349325002,20.16803741455078,3.516357687121388,241927,0.0,0.0,0.0,0.0,241941,344.0,0.4289806192418813,0.0,6.6811306301711415,241941,25.0,11.988455863206319,0.0,12.269566722837716,12.4174364824482,7,7,7,None,None,None,None,Very High,Low,None,Moderate,Moderate,Moderate
